"SubjectID","ActivityLabel","BodyAcceleration-mean-X","BodyAcceleration-mean-Y","BodyAcceleration-mean-Z","GravityAcceleration-mean-X","GravityAcceleration-mean-Y","GravityAcceleration-mean-Z","BodyAccelerationJerk-mean-X","BodyAccelerationJerk-mean-Y","BodyAccelerationJerk-mean-Z","BodyAngularVelocity-mean-X","BodyAngularVelocity-mean-Y","BodyAngularVelocity-mean-Z","BodyAngularVelocityJerk-mean-X","BodyAngularVelocityJerk-mean-Y","BodyAngularVelocityJerk-mean-Z","BodyAccelerationMagnitude-mean","GravityAccelerationMagnitude-mean","BodyAccelerationJerkMagnitude-mean","BodyAngularVelocityMagnitude-mean","BodyAngularVelocityJerkMagnitude-mean","FFTBodyAcceleration-mean-X","FFTBodyAcceleration-mean-Y","FFTBodyAcceleration-mean-Z","FFTBodyAccelerationJerk-mean-X","FFTBodyAccelerationJerk-mean-Y","FFTBodyAccelerationJerk-mean-Z","FFTBodyAngularVelocity-mean-X","FFTBodyAngularVelocity-mean-Y","FFTBodyAngularVelocity-mean-Z","FFTBodyAccelerationMagnitude-mean","FFTBodyAccelerationJerkMagnitude-mean","FFTBodyAngularVelocityMagnitude-mean","FFTBodyAngularVelocityJerkMagnitude-mean","BodyAcceleration-std-X","BodyAcceleration-std-Y","BodyAcceleration-std-Z","GravityAcceleration-std-X","GravityAcceleration-std-Y","GravityAcceleration-std-Z","BodyAccelerationJerk-std-X","BodyAccelerationJerk-std-Y","BodyAccelerationJerk-std-Z","BodyAngularVelocity-std-X","BodyAngularVelocity-std-Y","BodyAngularVelocity-std-Z","BodyAngularVelocityJerk-std-X","BodyAngularVelocityJerk-std-Y","BodyAngularVelocityJerk-std-Z","BodyAccelerationMagnitude-std","GravityAccelerationMagnitude-std","BodyAccelerationJerkMagnitude-std","BodyAngularVelocityMagnitude-std","BodyAngularVelocityJerkMagnitude-std","FFTBodyAcceleration-std-X","FFTBodyAcceleration-std-Y","FFTBodyAcceleration-std-Z","FFTBodyAccelerationJerk-std-X","FFTBodyAccelerationJerk-std-Y","FFTBodyAccelerationJerk-std-Z","FFTBodyAngularVelocity-std-X","FFTBodyAngularVelocity-std-Y","FFTBodyAngularVelocity-std-Z","FFTBodyAccelerationMagnitude-std","FFTBodyAccelerationJerkMagnitude-std","FFTBodyAngularVelocityMagnitude-std","FFTBodyAngularVelocityJerkMagnitude-std"
10,"LAYING",0.251122695893939,-0.016673874879697,-0.110671753994949,-0.320456615873737,0.662841798686869,0.582801464646465,0.090776564050505,0.00300384667809596,-0.00735389427857071,-0.0146450492308081,-0.100022922128788,0.14123521295,-0.104061363952525,-0.0375810878585859,-0.0670505950752525,-0.939609303949495,-0.939609303949495,-0.976980131666667,-0.929202640959596,-0.980673573181818,-0.955978756464646,-0.949036883030303,-0.952858539191919,-0.977321874393939,-0.967043597171717,-0.973092851666667,-0.954618367520202,-0.964382672676768,-0.957236063484848,-0.931299435575758,-0.969192750909091,-0.945725618232323,-0.972554725151515,-0.948342222474747,-0.942443986515151,-0.937952007661616,-0.917337788383838,-0.971749436868687,-0.943953198843434,-0.977976698636364,-0.967007850606061,-0.976319591919192,-0.961570521969697,-0.960252339090909,-0.957512968989899,-0.970616284848485,-0.978315021010101,-0.980600355050505,-0.911493529969697,-0.911493529969697,-0.968676587020202,-0.929359529737374,-0.970950988232323,-0.945803705252525,-0.942505795878788,-0.934941540712121,-0.980880411414141,-0.969477852323232,-0.978259073232323,-0.964071935555556,-0.958710612272727,-0.961569573181818,-0.915562049367172,-0.967176991666667,-0.931517845626263,-0.970870567121212
10,"STANDING",0.2795826028125,-0.016371169309375,-0.10534744855,0.929686056354167,-0.240183448489583,-0.0248555610451042,0.07852076384375,0.00916381382302083,-0.00718735267655208,-0.0277507523103125,-0.06847757053125,0.072308811625,-0.0977656369895833,-0.042659596403125,-0.0515095460354167,-0.961665642708333,-0.961665642708333,-0.979831482604167,-0.9524663871875,-0.9816823309375,-0.980414630104167,-0.9503256596875,-0.964757865833333,-0.977156210416667,-0.967987344479167,-0.977920807083333,-0.952508991145833,-0.968563154375,-0.96378776875,-0.959805430104167,-0.9693729059375,-0.95496718375,-0.974970456458333,-0.984640667395833,-0.942190169895833,-0.953783173020833,-0.9900937759375,-0.9699452121875,-0.958645001666667,-0.9775798546875,-0.9682276571875,-0.981194916458333,-0.955550671666667,-0.966695355208333,-0.963976573125,-0.971046928645833,-0.980853033645833,-0.980136837083333,-0.9531802825,-0.9531802825,-0.969671954479167,-0.940971576875,-0.974082562604167,-0.986943539479167,-0.9414164121875,-0.951289010833333,-0.980229121770833,-0.970926037916667,-0.983228280208333,-0.957117670729167,-0.96609073375,-0.967331843229167,-0.956686202604167,-0.969061043854167,-0.9425959784375,-0.974500408541667
11,"WALKING_UPSTAIRS",0.263401983462025,-0.0265289480961076,-0.120280504357595,0.883153389905063,-0.269458857908228,-0.106013085871519,0.0724296328745253,0.0123746687266456,-0.0110728749343038,-0.0256144845610759,-0.0811060056375633,0.0770561977049051,-0.0913773068993354,-0.0479089793742089,-0.0573535672141456,-0.124591766976899,-0.124591766976899,-0.413547134794304,-0.192811357462975,-0.626781999522152,-0.302863818041772,-0.176957240265316,-0.405958556192089,-0.397819375781646,-0.384950240466456,-0.62022959056962,-0.397051553026266,-0.489867652250791,-0.334441306338291,-0.274728879971013,-0.36679329464557,-0.473821995505063,-0.673600963900316,-0.244065052838354,-0.0575631819384177,-0.200462300866456,-0.95432051,-0.930364714082278,-0.900715091012658,-0.368726648623418,-0.358486310064525,-0.65222629835443,-0.470312934962025,-0.358141094739557,-0.277342844345253,-0.55457948778924,-0.690553499018987,-0.576638074723418,-0.253344522267089,-0.253344522267089,-0.38882080875,-0.359049249875316,-0.679796301952532,-0.223747523415348,-0.0605058557560127,-0.164556158713829,-0.395985802924051,-0.374222038372468,-0.683393723132911,-0.497685991832278,-0.300950584345253,-0.329739363681329,-0.359125525655063,-0.423681326628924,-0.398450639360127,-0.712038382341772
12,"LAYING",0.272612469459375,-0.0192094374712188,-0.109567451979375,-0.345593030665625,0.642753751315625,0.601558434234375,0.0821946173353125,0.0206074571720312,-0.00913855315218906,-0.00872018401546875,-0.091165374175625,0.135579083603125,-0.100597048865,-0.0385346245739063,-0.065491641940625,-0.92527828973125,-0.92527828973125,-0.979178071875,-0.93256400234375,-0.98321870215625,-0.9677678655625,-0.9425231328625,-0.95969397178125,-0.9807983143125,-0.97075734109375,-0.97761414884375,-0.961931942,-0.96893886734375,-0.96434132125,-0.945167453303125,-0.97590702921875,-0.95601609,-0.9803070334375,-0.96095714653125,-0.9282773273125,-0.94566269359375,-0.944907013171875,-0.9377175191875,-0.95022578253125,-0.9811874305625,-0.9704267384375,-0.9805100675,-0.9654067166875,-0.96348463346875,-0.96312919103125,-0.97769201696875,-0.9816349851875,-0.98474661215625,-0.924619268228125,-0.924619268228125,-0.97602566478125,-0.94007618359375,-0.9791054348125,-0.9587723571875,-0.92604244265625,-0.942524372,-0.98345831353125,-0.9722729950625,-0.982061539,-0.96684313671875,-0.9610692638125,-0.966270780625,-0.926619068630625,-0.9751314075,-0.9407055809375,-0.97881727040625
13,"LAYING",0.267163002669113,-0.0189600170071254,-0.109768363507645,-0.366014666495413,0.679151583813456,0.490238137423547,0.080845820493578,0.00901060025446483,-0.00370074549865443,-0.0194250122906667,-0.0951713698847095,0.120405739079511,-0.103200081455657,-0.0378785629175535,-0.0625542909464832,-0.927124704755352,-0.927124704755352,-0.975122097033639,-0.932826629755352,-0.979526602110092,-0.962891841865443,-0.946563384067278,-0.948398407278288,-0.977474558623853,-0.966236230856269,-0.971865320764526,-0.956032218134557,-0.961979607492355,-0.959156919357798,-0.936519170070336,-0.969779419724771,-0.949040583669725,-0.974973836513761,-0.957398322590214,-0.937764313926606,-0.931524230030581,-0.938584252996942,-0.964486513761774,-0.928165692718654,-0.977532583853211,-0.965800731743119,-0.975263858623853,-0.961460846207951,-0.958038315198777,-0.956872433425076,-0.971281392844037,-0.977536427920489,-0.981884016880734,-0.917063542730887,-0.917063542730887,-0.969716089082569,-0.932049638012232,-0.973791499633027,-0.95565844643211,-0.937279223993884,-0.928289395134251,-0.979723498746177,-0.96785058293578,-0.977294723700306,-0.963553214097859,-0.956592666452599,-0.960309972262997,-0.920465332510703,-0.96874016146789,-0.933509456941896,-0.973920876422018
14,"WALKING_UPSTAIRS",0.262304878145511,-0.0267225953694737,-0.121912484735294,0.878749583653251,-0.268747496136223,-0.148700605677932,0.0898495286418576,-0.020585661778483,-0.0150706471660991,0.00820235091786378,-0.0841656511502786,0.0621751147688235,-0.110048786440093,-0.0309007335373375,-0.0582807540058204,-0.138238859155913,-0.138238859155913,-0.440115564734056,-0.182316530755108,-0.642769428916409,-0.344041241193189,-0.19101595821548,-0.369978694526006,-0.437460641083591,-0.423989258021672,-0.605934720185759,-0.432192994426316,-0.480149418396285,-0.322829285962539,-0.306980718920743,-0.399506078801858,-0.482270710248916,-0.685505927832817,-0.289616508414861,-0.060696045049969,-0.160491325802167,-0.946896252198142,-0.926079033653251,-0.898563762724458,-0.412529088928793,-0.403997053867492,-0.639554847346749,-0.487254552226625,-0.362028978517028,-0.221642466134303,-0.602353324643963,-0.688416396811146,-0.612306237399381,-0.287443068854724,-0.287443068854724,-0.429293375250155,-0.354841420937461,-0.694705595201238,-0.270664432654025,-0.0586518886950464,-0.125669750877616,-0.439939440066068,-0.423983903742724,-0.672053240990712,-0.509617252195046,-0.309701803549226,-0.265565192088235,-0.389403203752322,-0.475621015089783,-0.387583973612693,-0.730147802414861
15,"WALKING_UPSTAIRS",0.268176252054268,-0.0238167645914899,-0.118568846564024,0.871173284817073,-0.287589454231707,-0.166595569227317,0.0752996255482927,0.0225502984740854,-0.0236979137034451,0.0149946306661585,-0.103188707894445,0.0650405289210366,-0.120362983935732,-0.0330028908762195,-0.0454986234356707,-0.0926509144782317,-0.0926509144782317,-0.377329547402439,-0.176914275671738,-0.599896665,-0.289660887982652,-0.117917033914024,-0.345339296943293,-0.385043988077744,-0.352558263940091,-0.573512041920732,-0.383798867920732,-0.44458424233811,-0.283491243099085,-0.258574075798171,-0.345906342503354,-0.438087075054878,-0.649642273414634,-0.239817912806402,0.00158713671719512,-0.158817844175915,-0.948344585670732,-0.926192410426829,-0.906980790457317,-0.355463111911585,-0.327427399529573,-0.610896115609756,-0.453267192153963,-0.340485837133537,-0.23363785458878,-0.552904006158537,-0.654057619481707,-0.558146643530488,-0.255861897231707,-0.255861897231707,-0.381990117826219,-0.329350896141159,-0.659313512378049,-0.222935816821037,-0.00472624724804878,-0.133236103317988,-0.383851952487805,-0.347308869254024,-0.647298843902439,-0.479885690867988,-0.294260005296341,-0.291383607087805,-0.371875267435976,-0.437536366158537,-0.37660050163689,-0.698459498567073
16,"WALKING_UPSTAIRS",0.253639980091803,-0.0252602595790164,-0.120169477992077,0.856876539043716,-0.296470281338798,-0.163150981874462,0.0618165783070765,0.0254056773195902,0.0162954527014754,0.0371587384242077,-0.10022161819071,0.0346854778639344,-0.128502383722568,-0.0439898175760656,-0.0487987780546175,-0.0626028528460383,-0.0626028528460383,-0.347517539193989,-0.152542093107923,-0.578680641964754,-0.262652912260929,-0.0792319763295355,-0.332237347142896,-0.356153097478689,-0.318140885550546,-0.555656574448087,-0.384136165206831,-0.414888826598087,-0.253793118422678,-0.232265654116667,-0.319485330371585,-0.41582099909153,-0.635635099617486,-0.210529770169563,0.036463756828224,-0.157456047321585,-0.94371495204918,-0.924083052814208,-0.902572313497268,-0.326725323620219,-0.292343583998634,-0.597337302576503,-0.461456175162295,-0.308014278683033,-0.194246499556284,-0.539302208139344,-0.636858624398907,-0.530329453650546,-0.23242354589765,-0.23242354589765,-0.358545352626776,-0.31095231421235,-0.646312137021858,-0.192725149317213,0.025691345555,-0.137603617240437,-0.357880152270492,-0.313759105039618,-0.63846760284153,-0.490047523377049,-0.259391645580328,-0.252349696027596,-0.354634979245902,-0.418639113178142,-0.36408870384153,-0.687927084740437
17,"WALKING_DOWNSTAIRS",0.284798045023599,-0.0180305528347094,-0.108765188571976,0.930367436843658,-0.160685089977581,-0.0244484586473242,0.0820142507887906,-0.00710209360088496,0.000660440860766961,-0.0838077932507227,-0.0567211257443658,0.1016101297841,-0.0591728520457227,-0.0560286373684956,-0.0670500462594985,0.109550667481121,0.109550667481121,-0.0918676636155162,-0.139190539603245,-0.425763718017699,0.0835704227044838,0.0719021562769911,-0.268904804402655,-0.0184829103135693,-0.0805712844787611,-0.380022970124189,-0.190015107767552,-0.355336972716814,-0.165832039335398,0.153277475749263,0.0351195323821829,-0.307658074385251,-0.460020547158702,0.130736471646018,0.053350567609705,-0.256040193736578,-0.948071290117994,-0.93268724899705,-0.914134652094395,0.00953583883294985,-0.0341422103375811,-0.433081773035988,-0.316555421923009,-0.381160397922419,-0.294329533952507,-0.351694852184366,-0.49833256644236,-0.303471545225369,0.125153139880531,0.125153139880531,0.00821357556961652,-0.258617351415162,-0.459438118430973,0.145585348127729,-0.0258130056758112,-0.310553759847493,-0.0536907510530973,-0.050746150261003,-0.485480565672566,-0.361707639890177,-0.405531447046608,-0.409111827666667,-0.06921351564,-0.0375255495351327,-0.359343947897345,-0.498823760026254
17,"WALKING_UPSTAIRS",0.241456765241379,-0.0313892518689655,-0.135194631586207,0.882740047931034,-0.266391999655172,-0.138607449412759,0.161916011641379,0.0655481191724138,-0.0476834760344828,0.0754735620241379,-0.105210412858621,-0.0252908491689655,-0.102039179306897,-0.00854481994137931,-0.0504902966206897,-0.0837482127582759,-0.0837482127582759,-0.394479912068965,-0.211974328103448,-0.609614479310345,-0.280499880551724,-0.0989262089241379,-0.370649851034483,-0.419270824137931,-0.356188129517241,-0.611339424137931,-0.423092259068966,-0.502616097241379,-0.291353892631035,-0.263263601068966,-0.379550502068966,-0.48923502,-0.659735023448276,-0.216624765051724,0.00577145106896552,-0.20379952937931,-0.926779242758621,-0.899532743103448,-0.874653217241379,-0.379679177931035,-0.317157242965517,-0.643786473103448,-0.531720909344828,-0.401177719241379,-0.272575195768965,-0.542915684482759,-0.675634817586207,-0.544546035517241,-0.248399349137931,-0.248399349137931,-0.408816575172414,-0.396833760331034,-0.660119557241379,-0.194143355551724,-0.0067835139,-0.183911446965517,-0.393644337586207,-0.321157690141379,-0.674932185862069,-0.568588394,-0.355594751344828,-0.336694378034483,-0.35840951862069,-0.45450732137931,-0.444083586586207,-0.686426894827586
18,"LAYING",0.273004241387363,-0.0151166329874725,-0.105829988447802,-0.341405694282967,0.476404932214286,0.541802051240934,0.0788873768557692,0.01075025098,-0.00227998198577473,-0.0196009257321264,-0.0862397775851648,0.106939543293956,-0.102288113381868,-0.0389910542456044,-0.059829447939011,-0.938746314458791,-0.938746314458791,-0.981838699340659,-0.945471614807692,-0.984135287115385,-0.97228719532967,-0.95497254178022,-0.96184364793956,-0.983473399642857,-0.976128178324176,-0.97855273489011,-0.965415578489011,-0.970404270934066,-0.969280380879121,-0.954827845835165,-0.977998033324176,-0.959910602994505,-0.980325448901099,-0.96563943456044,-0.941853198986264,-0.950145441354396,-0.954868215412088,-0.959670375192308,-0.954169713104396,-0.983523585054945,-0.975970774862637,-0.980842590824176,-0.969233814203297,-0.965304765824176,-0.96881032532967,-0.977708223956044,-0.982439569340659,-0.9868686975,-0.941455384884615,-0.941455384884615,-0.978265974313187,-0.946784875521978,-0.979259731208791,-0.963421474505495,-0.939266927736264,-0.947612557736264,-0.98512867782967,-0.977613473324176,-0.981718679478022,-0.970693437445055,-0.963030162554945,-0.971580241813187,-0.94349847321978,-0.977589226620879,-0.948007868214286,-0.979166173461538
19,"WALKING_DOWNSTAIRS",0.284449579188889,-0.0163680438896972,-0.107035827624661,0.933139737388889,-0.154143615504167,-0.0354204196355556,0.0737936160810278,0.0205497774709444,-0.0230380595995556,-0.0999183703453889,-0.0497557353921917,0.100751172094556,-0.0724926457123056,-0.0510625453853333,-0.0547412476464444,0.0966099159541667,0.0966099159541667,-0.109969307783611,-0.152573048556389,-0.426308367835,0.0378771562861111,0.04138827306,-0.228348784332028,-0.0590719936060833,-0.1228001582625,-0.330467052424722,-0.220451435405861,-0.3382010906275,-0.191626959524444,0.136646996538611,0.00927800009266667,-0.310138387434167,-0.450028501827222,0.106915909493611,0.03867166505475,-0.216266505386806,-0.951152967305556,-0.935693185083333,-0.912370979861111,-0.0282796400558611,-0.07817444822375,-0.387147647577944,-0.341739075928611,-0.368001635214167,-0.3089685257175,-0.38206570543,-0.483011010805667,-0.331448889483889,0.10549176554325,0.10549176554325,-0.0121302135166667,-0.279125625941389,-0.455372495477778,0.1292671021535,-0.031030953533,-0.275738932642778,-0.0858451500310917,-0.0930758604205556,-0.443218240385667,-0.38441244478,-0.395064637803889,-0.417813235401111,-0.0875776448372222,-0.050255666588555,-0.388309776900083,-0.503042506085083
20,"LAYING",0.266465542488983,-0.0205462465948588,-0.104685194686723,-0.378553016903955,0.565313959641243,0.505484824045198,0.082590033569209,0.00842637280392655,-0.00372358872943503,-0.0188099934377243,-0.0994076870961582,0.135014348033898,-0.101020443403955,-0.0377535863513814,-0.064619826249435,-0.948359572240113,-0.948359572240113,-0.980060560141243,-0.935894976723164,-0.98287293819209,-0.965980425338983,-0.953401334488701,-0.962953239887006,-0.980419287655367,-0.971911528502825,-0.977858920960452,-0.961035625989548,-0.967312059435028,-0.962836025988701,-0.948060328943503,-0.975394597966102,-0.95070198220339,-0.977234621977401,-0.960579730152542,-0.94448516189548,-0.952546676441808,-0.937270641271186,-0.963771709853107,-0.956734491358757,-0.980375167429379,-0.97191366019774,-0.980693430112994,-0.967769703533898,-0.96354672480226,-0.963050015141243,-0.975691742542373,-0.980115601271186,-0.986194892683616,-0.932319883466102,-0.932319883466102,-0.974768970310735,-0.936637404774011,-0.975623637288136,-0.958834440149718,-0.943409042675141,-0.950349036367232,-0.982157954858757,-0.974076670932203,-0.98214468759887,-0.970131459463277,-0.961919245875706,-0.966539489152542,-0.935001629206215,-0.973037338135593,-0.938783171581921,-0.975156006751412
21,"WALKING_DOWNSTAIRS",0.293796149169118,-0.0161631330911691,-0.104914603508824,0.923466619068627,-0.173347752533922,-0.0426525014314216,0.117434665862659,-0.015393118931201,-0.00796749146213235,-0.0980043383911765,-0.0382678409154167,0.0949109126344118,-0.0733070599807108,-0.0494249868477206,-0.0524120584670833,0.103218346286201,0.103218346286201,-0.102763249114779,-0.094411875575098,-0.373800188450735,0.0244071157046569,0.0739695096083333,-0.154007444554216,-0.0843861694851201,-0.113943202632598,-0.277823349679902,-0.217436895532353,-0.242042743828431,-0.138689326044608,0.159106605360049,0.0178090157930147,-0.233620887557917,-0.378088657893284,0.0830431269942917,0.0882144510930147,-0.132667948206936,-0.950262202083333,-0.933392141887255,-0.911346438063726,-0.041392804108701,-0.0730244144870123,-0.338043593052647,-0.338144801907598,-0.262561897776961,-0.234611394252843,-0.370297661788725,-0.397104944577206,-0.317602855485049,0.126050498656912,0.126050498656912,0.00686735722539216,-0.209273372376225,-0.380384729596961,0.101215307319485,0.0247979365670833,-0.194038283507794,-0.0839080719945539,-0.0931616141921569,-0.397941334985784,-0.380820130784069,-0.284772311918824,-0.340719029096814,-0.0714223160166422,-0.017733898314951,-0.337624587027941,-0.429457573879167
22,"SITTING",0.278522791363636,-0.0154665507136364,-0.116756777136364,0.927533325,0.0644873339545455,0.145024525,0.0770555939545454,0.015429112649,0.00576583135627273,-0.0371000816818182,-0.0784453785454546,0.0677514643863636,-0.0984600885909091,-0.0477784057272727,-0.0601041970909091,-0.955047112727273,-0.955047112727273,-0.983056569545455,-0.944497720454545,-0.988103400909091,-0.985707635454545,-0.957816854090909,-0.955428319090909,-0.986326193636364,-0.975397801818182,-0.976381830909091,-0.978359991363636,-0.961625548636364,-0.951728012272727,-0.961892021818182,-0.978825532272727,-0.952555729090909,-0.982107227727273,-0.986886057727273,-0.946678277272727,-0.935121605454545,-0.986852488181818,-0.973750935909091,-0.948350803636364,-0.986302118636364,-0.976215043636364,-0.980301129090909,-0.981693262727273,-0.951615040454545,-0.949967275,-0.989653699545455,-0.983699506818182,-0.98388145,-0.950559282727273,-0.950559282727273,-0.979484052272727,-0.936708226818182,-0.981500718636364,-0.987385326363636,-0.944044252727273,-0.929196619090909,-0.98756664,-0.979137330454545,-0.983051940909091,-0.982749595909091,-0.946688415909091,-0.954241599090909,-0.951631159545455,-0.979339297727273,-0.937711351818182,-0.981630631818182
22,"WALKING_DOWNSTAIRS",0.288641229428094,-0.0144988485946488,-0.101977891139799,0.918059746488294,-0.188064628920067,-0.0970083175007692,0.0774944887866221,0.00782612573926421,-0.00318350734137124,-0.0461048254496655,-0.0727563919002676,0.0791894161178261,-0.0881786218852174,-0.0486138322582943,-0.0437520260132107,0.0947382832338462,0.0947382832338462,-0.148942696558863,-0.139955431084181,-0.454294753591973,-0.00785671788270903,0.0342529852866221,-0.215063454390134,-0.132736072833779,-0.15257714023612,-0.358922013090635,-0.247182847620401,-0.353077799545819,-0.170839269002007,0.116310419184548,-0.0528951918782609,-0.320435089250836,-0.48033729622709,0.0835668032481605,0.052596073182709,-0.165515207288629,-0.949259709799331,-0.935530396287625,-0.912190612408027,-0.0796077471557191,-0.113964025282609,-0.409213489921773,-0.33794627219398,-0.363553505458194,-0.256999679872575,-0.435492189154849,-0.502606944277592,-0.358584302152074,0.106859063920067,0.106859063920067,-0.0568416830414381,-0.267449648134716,-0.485170736045819,0.114579837836455,-0.00592758509899666,-0.207310812260535,-0.107759040947157,-0.133148328274204,-0.458666607048495,-0.371395439743813,-0.377527574111371,-0.356994718392977,-0.0732981466913043,-0.07152169999699,-0.362979349578997,-0.530179188590635
23,"SITTING",0.270386508155914,-0.0139930124701882,-0.104332660423118,0.890918015026882,0.104839284956183,0.126711763649194,0.0772472952484677,0.00122046539116667,-0.00371340422041613,-0.038075011198629,-0.0686223650448925,0.0796699571967473,-0.095168333638172,-0.0413067940669355,-0.0503099996240591,-0.948902117768817,-0.948902117768817,-0.981616094919355,-0.946207745994624,-0.987531703817204,-0.980750698333333,-0.944432729354839,-0.951091889865591,-0.984161958655914,-0.973963241075269,-0.978031675026882,-0.97654981061828,-0.972326749086021,-0.960921596129032,-0.946947490967742,-0.977348671236559,-0.96442083094086,-0.98474722655914,-0.980561594274194,-0.928611831107527,-0.929227659231183,-0.975530324354839,-0.955248831844086,-0.937997077599462,-0.983967255268817,-0.973691540053763,-0.98082791311828,-0.980910533897849,-0.96535180188172,-0.956006144543011,-0.984532185080645,-0.986076776021505,-0.984085821935484,-0.931310089169355,-0.931310089169355,-0.977472463709677,-0.950577699677419,-0.984034416693548,-0.980678419193548,-0.925524856620968,-0.923813279707527,-0.985257586317204,-0.975383870456989,-0.982257863897849,-0.982373108413979,-0.96216048561828,-0.958607617446237,-0.934083583188172,-0.976679722580645,-0.950788472204301,-0.98395530266129
24,"LAYING",0.273569634580053,-0.0188594878867717,-0.106050777342782,-0.464658941094488,0.727439905433071,0.618771168889764,0.0799129350335958,0.0123029384886089,-0.00448497651112074,-0.0175286859051969,-0.0916281480246719,0.124086839989501,-0.101019567955381,-0.0381657201724672,-0.0650449229658793,-0.962715737139108,-0.962715737139108,-0.980596115538058,-0.948619759790026,-0.984645001023622,-0.970545705984252,-0.965485125721785,-0.969512218293963,-0.980189301811024,-0.97355960023622,-0.978673283464567,-0.973316939212598,-0.970468135853018,-0.968362810524934,-0.96066251272441,-0.974934824619423,-0.962640453254593,-0.979816821627297,-0.966318420761155,-0.962451633307087,-0.96340491456168,-0.954140516209974,-0.981854042335958,-0.970986481265092,-0.980405045905512,-0.973173553700787,-0.981429245564304,-0.97761810183727,-0.966551469685039,-0.968002836692913,-0.980717801259843,-0.981595102677165,-0.986168433385827,-0.953161201548556,-0.953161201548556,-0.975179282860892,-0.951972975826772,-0.978998658950131,-0.965007197112861,-0.962845484215223,-0.962466774582677,-0.98252005328084,-0.974714059291339,-0.982819479868766,-0.979191238687664,-0.964984853070866,-0.970826527795276,-0.956069395377953,-0.974408674908136,-0.953661234383202,-0.97915064175853
25,"SITTING",0.273421734585575,-0.0110631056771149,-0.104378411298533,0.86083692410758,0.13236800199978,0.1720197924889,0.07587865426022,0.00398647536897555,-0.00466901140010758,-0.038989818400978,-0.0779214069865526,0.080175947353154,-0.0956880080195599,-0.0402143768676528,-0.0500109640953545,-0.958704146185819,-0.958704146185819,-0.985166018899756,-0.947586449315403,-0.99005000792176,-0.985450818997555,-0.953724002811736,-0.96060017401467,-0.987471433374083,-0.97781268601467,-0.981672758410758,-0.980086754938875,-0.974203088924205,-0.964241346381418,-0.956699145459658,-0.98160974408313,-0.965687036992665,-0.987694026430318,-0.985076968875306,-0.942198528506113,-0.943431025452323,-0.979456340391198,-0.959514721359413,-0.947868389828851,-0.987326146503667,-0.97789661801956,-0.983996933447433,-0.982563911051345,-0.969003393789731,-0.961792523276284,-0.988829765403423,-0.988236169828851,-0.987014532958435,-0.943464599095355,-0.943464599095355,-0.981603704156479,-0.952951726919315,-0.987015726894865,-0.985080392689487,-0.940083991572127,-0.938896405540342,-0.988350320806846,-0.979706798801956,-0.984923726259169,-0.983479635158924,-0.966556306210269,-0.964567670782396,-0.945614352542787,-0.980467566503668,-0.953251345012225,-0.986756074938875
26,"SITTING",0.272382392367347,-0.00955868283387755,-0.105313676508418,0.877004770612245,0.137920450639388,0.163015163034311,0.07534471185,-0.00162682711176275,-0.00261940323015306,-0.0409631002915816,-0.0786286716081633,0.0833760739754082,-0.0951471702372449,-0.0385613015261735,-0.0510873707455051,-0.949970199311225,-0.949970199311225,-0.98303021119898,-0.943877924617347,-0.988643791326531,-0.981587065229592,-0.941038839428571,-0.952786248316327,-0.985268519311224,-0.974394901887755,-0.980148119795918,-0.977443960229592,-0.973552164438775,-0.961037811862245,-0.943522700377551,-0.979084851658163,-0.964837846556122,-0.985840258903061,-0.981537065229592,-0.925621942204923,-0.933732242242347,-0.975931995816327,-0.947366450002551,-0.940622176614796,-0.98514143869898,-0.974494755,-0.98294797877551,-0.980637741352041,-0.968153820433673,-0.957459018316327,-0.986143102193878,-0.987095051683674,-0.98449798127551,-0.927932259727551,-0.927932259727551,-0.979013079311224,-0.950389163877551,-0.984871724668367,-0.981637437959184,-0.9226899862,-0.928798077244898,-0.986397760510204,-0.976580319183673,-0.984404715255102,-0.981827123596939,-0.965650868188776,-0.960402817806122,-0.931013596607143,-0.977881208086735,-0.950313548928571,-0.984473213469388
27,"SITTING",0.273424819960106,-0.0130520705861968,-0.104929469243883,0.87886136893617,0.095565134659821,0.158676241645745,0.0754868188005319,0.00967522983464947,-0.00116917740991223,-0.0373836542978883,-0.0694725419183511,0.0750133823553192,-0.0962458133191489,-0.0416448301978564,-0.0503081106175532,-0.956844650398936,-0.956844650398936,-0.979136980505319,-0.95091512712766,-0.985293744680851,-0.982721628882979,-0.949562321515957,-0.961400911941489,-0.982772026835106,-0.969189175,-0.977514311861702,-0.975959702287234,-0.970707858351064,-0.958033899228723,-0.958578320239362,-0.975427196382979,-0.9634748075,-0.983346984521277,-0.984371719734043,-0.938533561409574,-0.945467371707447,-0.984455576170213,-0.965400603723404,-0.959488397925532,-0.982486237765957,-0.968878974707447,-0.98054970393617,-0.980731953484043,-0.965503055212766,-0.955687360664894,-0.983444314521277,-0.984572205638298,-0.980074850851064,-0.948664988244681,-0.948664988244681,-0.976125788776596,-0.952146950739362,-0.982702069760638,-0.985237231462766,-0.936960519335106,-0.941433877781915,-0.983793218829787,-0.970834072207447,-0.98222887537234,-0.982355678058511,-0.963093759175532,-0.959173862553191,-0.951481135079787,-0.97600937106383,-0.953372275234043,-0.982816485797872
